,申请年,受理局,处理后的IPC主分类号,申请数量
4157,2019,俄罗斯,F02K3,2
4158,2019,俄罗斯,F02K9,1
4159,2019,俄罗斯,F02N11,1
4160,2019,俄罗斯,F03D1,1
4161,2019,俄罗斯,F03H99,1
4162,2019,俄罗斯,F16C17,1
4163,2019,俄罗斯,F16D65,1
4164,2019,俄罗斯,F16K1,1
4165,2019,俄罗斯,F16K17,1
4166,2019,俄罗斯,F41A25,1
4167,2019,俄罗斯,F41B6,2
4168,2019,俄罗斯,F41F3,1
4169,2019,俄罗斯,F42B10,1
4170,2019,俄罗斯,F42B15,4
4171,2019,俄罗斯,F42B5,1
4172,2019,俄罗斯,F42C14,2
4173,2019,俄罗斯,G01C19,1
4174,2019,俄罗斯,G01D9,1
4175,2019,俄罗斯,G01F23,1
4176,2019,俄罗斯,G01L19,1
4177,2019,俄罗斯,G01M13,1
4178,2019,俄罗斯,G01M15,1
4179,2019,俄罗斯,G01M17,1
4180,2019,俄罗斯,G01M5,1
4181,2019,俄罗斯,G01N1,1
4182,2019,俄罗斯,G01N3,1
4183,2019,俄罗斯,G01R15,1
4184,2019,俄罗斯,G01R29,1
4185,2019,俄罗斯,G01R31,2
4186,2019,俄罗斯,G01S1,1
4187,2019,俄罗斯,H01B13,1
4188,2019,俄罗斯,H01B7,1
4189,2019,俄罗斯,H01F38,1
4190,2019,俄罗斯,H01J45,3
4191,2019,俄罗斯,H01Q1,1
4192,2019,俄罗斯,H01Q21,1
4193,2019,俄罗斯,H01Q9,1
4194,2019,俄罗斯,H02H3,1
4195,2019,俄罗斯,H02J7,1
4196,2019,俄罗斯,H02K21,1
4197,2019,俄罗斯,H02M5,1
4198,2019,俄罗斯,H02P9,1
4199,2019,俄罗斯,H04Q5,1
4200,2019,俄罗斯,H05B3,1
4201,2019,保加利亚,B64C27,3
4202,2019,保加利亚,B64C39,1
4203,2019,加拿大,B64C1,1
4204,2019,加拿大,B64C11,1
4205,2019,加拿大,B64C13,2
4206,2019,加拿大,B64C19,4
4207,2019,加拿大,B64C25,9
4208,2019,加拿大,B64C29,1
4209,2019,加拿大,B64C3,1
4210,2019,加拿大,B64D27,6
4211,2019,加拿大,B64D31,6
4212,2019,加拿大,B64D33,2
4213,2019,加拿大,B64D35,6
4214,2019,加拿大,B64D41,1
4215,2019,加拿大,B64D43,1
4216,2019,加拿大,B64D45,1
4217,2019,加拿大,B64F5,1
4218,2019,加拿大,F02B37,1
4219,2019,加拿大,F02K3,1
4220,2019,加拿大,F16H25,2
4221,2019,加拿大,G01D18,1
4222,2019,加拿大,G01D7,1
4223,2019,加拿大,G08G5,1
4224,2019,加拿大,H02K21,1
4225,2019,加拿大,H02K7,1
4226,2019,南非,F01D,1
4227,2019,印度,B64B1,1
4228,2019,印度,B64C25,1
4229,2019,印度,B64C27,2
4230,2019,印度,B64C29,1
4231,2019,印度,B64F1,2
4232,2019,印度,F01D1,1
4233,2019,印度,F02B43,1
4234,2019,印度,F02N11,2
4235,2019,印度,G08G5,3
4237,2019,土耳其,B64C1,1
4238,2019,土耳其,B64F1,1
4239,2019,塞尔维亚共和国,H02K16,1
4240,2019,墨西哥,G01P5,1
4241,2019,墨西哥,H01M6,1
4242,2019,奥地利,B60L50,1
4243,2019,奥地利,B60W20,1
4244,2019,奥地利,B64C1,1
4245,2019,奥地利,B64C11,1
4246,2019,奥地利,B64C13,1
4247,2019,奥地利,B64C15,1
4248,2019,奥地利,B64C25,4
4249,2019,奥地利,B64C27,5
4250,2019,奥地利,B64C29,2
4251,2019,奥地利,B64C39,1
4252,2019,奥地利,B64C9,1
4253,2019,奥地利,B64D15,1
4254,2019,奥地利,B64D27,7
4255,2019,奥地利,B64D33,1
4256,2019,奥地利,B64D35,2
4257,2019,奥地利,F01D15,1
4258,2019,奥地利,F02B37,1
4259,2019,奥地利,F02C3,2
4260,2019,奥地利,F02C7,1
4261,2019,奥地利,F02K5,5
4262,2019,奥地利,F15B13,1
4263,2019,奥地利,F28F19,1
4264,2019,奥地利,G01P5,1
4265,2019,奥地利,H02J1,1
4266,2019,奥地利,H02J3,1
4267,2019,奥地利,H02K21,1
4268,2019,奥地利,H02K9,1
4269,2019,奥地利,H02P27,2
4270,2019,奥地利,H02P29,1
4271,2019,奥地利,H02P5,2
4272,2019,奥地利,H02P6,1
4273,2019,奥地利,H02P9,1
4274,2019,巴西,B60L50,1
4275,2019,巴西,B64C13,1
4276,2019,巴西,B64C27,2
4277,2019,巴西,B64C29,1
4278,2019,巴西,B64D1,1
4279,2019,巴西,B64D15,1
4280,2019,巴西,B64D27,2
4281,2019,巴西,B64D33,1
4282,2019,巴西,G01K7,1
4283,2019,巴西,H02J1,1
4284,2019,巴西,H02K1,1
4285,2019,德国,B60L3,1
4286,2019,德国,B60W20,1
4287,2019,德国,B64C11,1
4288,2019,德国,B64C21,1
4289,2019,德国,B64C25,2
4290,2019,德国,B64C27,8
4291,2019,德国,B64D13,1
4292,2019,德国,B64D15,2
4293,2019,德国,B64D27,9
4294,2019,德国,B64D33,2
4295,2019,德国,B64D37,1
4296,2019,德国,B64D39,1
4297,2019,德国,B64D45,1
4298,2019,德国,B64F1,1
4299,2019,德国,B64F3,1
4300,2019,德国,F01D15,1
4301,2019,德国,F02C7,2
4302,2019,德国,F02K5,1
4303,2019,德国,F03D9,1
4304,2019,德国,G08G5,1
4305,2019,德国,H01F6,1
4306,2019,德国,H02K3,1
4307,2019,德国,H02K7,1
4308,2019,德国,H02P27,3
4309,2019,德国,H02P5,1
4310,2019,德国,H02P6,1
4311,2019,德国,H10N30,1
4313,2019,意大利,F03D9,1
4314,2019,摩洛哥,B64D27,1
4315,2019,摩洛哥,F01D15,1
4316,2019,摩洛哥,F02K9,1
4318,2019,新加坡,B60W20,2
4319,2019,新加坡,B64C39,1
4320,2019,日本,B64C1,1
4321,2019,日本,B64C25,1
4322,2019,日本,B64C27,9
4323,2019,日本,B64C29,1
4324,2019,日本,B64C39,6
4325,2019,日本,B64D11,2
4326,2019,日本,B64D13,2
4327,2019,日本,B64D15,2
4328,2019,日本,B64D27,14
4329,2019,日本,B64D31,4
4330,2019,日本,B64D33,2
4331,2019,日本,B64D35,2
4332,2019,日本,B64D41,4
4333,2019,日本,B64D43,1
4334,2019,日本,B64D45,2
4335,2019,日本,B64D5,1
4336,2019,日本,B64F1,7
4337,2019,日本,B64F5,9
4338,2019,日本,B64U50,1
4339,2019,日本,F02B37,2
4340,2019,日本,F02C9,2
4341,2019,日本,F21V33,2
4342,2019,日本,G01R31,2
4343,2019,日本,H01H39,2
4344,2019,日本,H02J7,2
4345,2019,日本,H02K1,1
4346,2019,日本,H02K21,1
4347,2019,日本,H02M7,2
4348,2019,日本,H02N2,2
4349,2019,欧亚专利局,B64C29,1
4350,2019,欧亚专利局,B64C39,2
4351,2019,欧亚专利局,B64D27,1
4352,2019,欧亚专利局,F03D1,1
4353,2019,欧洲专利局,B29C65,1
4354,2019,欧洲专利局,B60L3,3
4355,2019,欧洲专利局,B60L50,3
4356,2019,欧洲专利局,B60L58,2
4357,2019,欧洲专利局,B60W20,2
4358,2019,欧洲专利局,B64C1,2
4359,2019,欧洲专利局,B64C11,12
4360,2019,欧洲专利局,B64C13,2
4361,2019,欧洲专利局,B64C15,2
4362,2019,欧洲专利局,B64C21,7
4363,2019,欧洲专利局,B64C25,8
4364,2019,欧洲专利局,B64C27,14
4365,2019,欧洲专利局,B64C29,6
4366,2019,欧洲专利局,B64C39,4
4367,2019,欧洲专利局,B64C9,2
4368,2019,欧洲专利局,B64D13,3
4369,2019,欧洲专利局,B64D15,5
4370,2019,欧洲专利局,B64D27,53
4371,2019,欧洲专利局,B64D31,8
4372,2019,欧洲专利局,B64D33,5
4373,2019,欧洲专利局,B64D35,6
4374,2019,欧洲专利局,B64D41,3
4375,2019,欧洲专利局,B64D43,2
4376,2019,欧洲专利局,B64D45,1
4377,2019,欧洲专利局,F01D15,5
4378,2019,欧洲专利局,F01D21,1
4379,2019,欧洲专利局,F01D25,1
4380,2019,欧洲专利局,F01D5,1
4381,2019,欧洲专利局,F02B37,2
4382,2019,欧洲专利局,F02C3,4
4383,2019,欧洲专利局,F02C7,6
4384,2019,欧洲专利局,F02K3,1
4385,2019,欧洲专利局,F02K5,13
4386,2019,欧洲专利局,F15B13,2
4387,2019,欧洲专利局,F28F19,2
4388,2019,欧洲专利局,G01P5,3
4389,2019,欧洲专利局,G05B9,1
4390,2019,欧洲专利局,G05D1,2
4391,2019,欧洲专利局,G08G5,2
4392,2019,欧洲专利局,H01F7,1
4393,2019,欧洲专利局,H02H9,1
4394,2019,欧洲专利局,H02J1,5
4395,2019,欧洲专利局,H02J3,2
4396,2019,欧洲专利局,H02J7,1
4397,2019,欧洲专利局,H02J9,1
4398,2019,欧洲专利局,H02K1,1
4399,2019,欧洲专利局,H02K19,1
4400,2019,欧洲专利局,H02K21,2
4401,2019,欧洲专利局,H02K3,2
4402,2019,欧洲专利局,H02K5,2
4403,2019,欧洲专利局,H02K7,1
4404,2019,欧洲专利局,H02K9,2
4405,2019,欧洲专利局,H02P27,3
4406,2019,欧洲专利局,H02P29,1
4407,2019,欧洲专利局,H02P5,5
4408,2019,欧洲专利局,H02P6,2
4409,2019,欧洲专利局,H02P9,2
4410,2019,欧洲专利局,H04Q9,1
4411,2019,比利时,F04D17,2
4413,2019,法国,B60T8,4
4414,2019,法国,B60W30,2
4415,2019,法国,B64C11,2
4416,2019,法国,B64C21,2
4417,2019,法国,B64C23,2
4418,2019,法国,B64C29,4
4419,2019,法国,B64D11,1
4420,2019,法国,B64D13,2
4421,2019,法国,B64D25,2
4422,2019,法国,B64D27,22
4423,2019,法国,B64D31,2
4424,2019,法国,B64D33,4
4425,2019,法国,B64D35,2
4426,2019,法国,B64D37,2
4427,2019,法国,B64D41,5
4428,2019,法国,B64F5,2
4429,2019,法国,F01D15,7
4430,2019,法国,F01D25,2
4431,2019,法国,F02C6,2
4432,2019,法国,F02C7,10
4433,2019,法国,F02C9,4
4434,2019,法国,F16L3,2
4435,2019,法国,F41J9,2
4436,2019,法国,G01R31,2
4437,2019,法国,G06Q10,2
4438,2019,法国,H01M8,2
4439,2019,法国,H02H3,3
4440,2019,法国,H02J4,2
4441,2019,法国,H02J7,2
4442,2019,法国,H02J9,1
4443,2019,法国,H02K11,1
4444,2019,法国,H02K19,2
4445,2019,法国,H02P3,2
4446,2019,法国,H05K7,1
4447,2019,波兰,B64D3,1
4448,2019,波兰,H02P27,2
4449,2019,波兰,H02P29,1
4450,2019,波兰,H02P5,2
4451,2019,澳大利亚,B64C27,2
4452,2019,澳大利亚,B64C29,1
4453,2019,澳大利亚,B64C39,3
4454,2019,澳大利亚,G08G5,1
4455,2019,澳大利亚,G09F13,1
4456,2019,瑞士,B64D31,1
4457,2019,罗马尼亚,B64C11,1
4458,2019,罗马尼亚,B64C25,1
4459,2019,罗马尼亚,B64C27,4
4460,2019,罗马尼亚,B64C3,2
4461,2019,罗马尼亚,B64D27,1
4463,2019,美国,A61L9,1
4464,2019,美国,A63H27,1
4465,2019,美国,B29C65,1
4466,2019,美国,B60L50,2
4467,2019,美国,B60L58,2
4468,2019,美国,B60R16,2
4469,2019,美国,B60T17,2
4470,2019,美国,B64C1,6
4471,2019,美国,B64C11,3
4472,2019,美国,B64C13,6
4473,2019,美国,B64C15,1
4474,2019,美国,B64C19,3
4475,2019,美国,B64C25,14
4476,2019,美国,B64C27,4
4477,2019,美国,B64C29,20
4478,2019,美国,B64C39,7
4479,2019,美国,B64D1,1
4480,2019,美国,B64D11,1
4481,2019,美国,B64D13,2
4482,2019,美国,B64D15,1
4483,2019,美国,B64D27,58
4484,2019,美国,B64D31,8
4485,2019,美国,B64D33,10
4486,2019,美国,B64D35,12
4487,2019,美国,B64D37,2
4488,2019,美国,B64D41,1
4489,2019,美国,B64D43,2
4490,2019,美国,B64D45,9
4491,2019,美国,B64F1,6
4492,2019,美国,B64F5,3
4493,2019,美国,B64G1,3
4494,2019,美国,B65G67,2
4495,2019,美国,E05F15,2
4496,2019,美国,F01D15,9
4497,2019,美国,F01D25,6
4498,2019,美国,F01D5,2
4499,2019,美国,F01M11,2
4500,2019,美国,F02C6,3
4501,2019,美国,F02C7,10
4502,2019,美国,F02C9,6
4503,2019,美国,F02K3,5
4504,2019,美国,F04D25,2
4505,2019,美国,F04D29,2
4506,2019,美国,F15B21,2
4507,2019,美国,F16K11,1
4508,2019,美国,F16K31,1
4509,2019,美国,F23N5,2
4510,2019,美国,G01K13,1
4511,2019,美国,G01M3,2
4512,2019,美国,G01R31,3
4513,2019,美国,G05D1,1
4514,2019,美国,G05F1,2
4515,2019,美国,G06F17,1
4516,2019,美国,G08B13,1
4517,2019,美国,G08G5,7
4518,2019,美国,H01B7,2
4519,2019,美国,H01M4,1
4520,2019,美国,H01M8,2
4521,2019,美国,H02J7,2
4522,2019,美国,H02K1,5
4523,2019,美国,H02K11,1
4524,2019,美国,H02K21,4
4525,2019,美国,H02K3,7
4526,2019,美国,H02K41,1
4527,2019,美国,H02K9,7
4528,2019,美国,H02M7,2
4529,2019,美国,H02P29,1
4530,2019,美国,H02P3,2
4531,2019,美国,H02P6,5
4532,2019,美国,H02P9,4
4533,2019,美国,H04B3,2
4534,2019,美国,H04L12,1
4535,2019,美国,H05K1,2
4537,2019,英国,B64C27,4
4538,2019,英国,B64C29,3
4539,2019,英国,B64D11,4
4540,2019,英国,B64D27,4
4541,2019,英国,B64D33,4
4542,2019,英国,B64D41,2
4543,2019,英国,B64F1,4
4544,2019,英国,F02C7,2
4545,2019,英国,F02C9,7
4546,2019,英国,H02B13,1
4547,2019,菲律宾,B64C29,1
4548,2019,蒙古,B64C39,1
4549,2019,蒙古,G09B7,2
4550,2019,西班牙,A01M5,2
4551,2019,西班牙,B64C25,1
4552,2019,西班牙,B64C39,1
4553,2019,西班牙,B64D15,1
4554,2019,西班牙,B64D27,1
4555,2019,西班牙,B64F1,1
4556,2019,西班牙,F02C6,2
4557,2019,韩国,A01D34,2
4558,2019,韩国,B22D47,1
4559,2019,韩国,B60L53,7
4560,2019,韩国,B64C13,1
4561,2019,韩国,B64C29,3
4562,2019,韩国,B64C3,1
4563,2019,韩国,B64D15,2
4564,2019,韩国,B64D17,2
4565,2019,韩国,B64D27,6
4566,2019,韩国,B64D31,2
4567,2019,韩国,B64F1,1
4568,2019,韩国,B64F5,1
4569,2019,韩国,C08L71,1
4570,2019,韩国,H01M6,1
4571,2019,韩国,H02G7,1
4572,2019,韩国,H02K21,1
4573,2019,韩国,H02K7,1
4575,2020,世界知识产权组织,B60F1,1
4576,2020,世界知识产权组织,B60F3,1
4577,2020,世界知识产权组织,B60H1,2
4578,2020,世界知识产权组织,B60K6,1
4579,2020,世界知识产权组织,B60L13,1
4580,2020,世界知识产权组织,B60L15,1
4581,2020,世界知识产权组织,B64C1,3
4582,2020,世界知识产权组织,B64C11,2
4583,2020,世界知识产权组织,B64C13,1
4584,2020,世界知识产权组织,B64C25,3
4585,2020,世界知识产权组织,B64C27,11
4586,2020,世界知识产权组织,B64C29,7
4587,2020,世界知识产权组织,B64C3,1
4588,2020,世界知识产权组织,B64C33,1
4589,2020,世界知识产权组织,B64C39,1
4590,2020,世界知识产权组织,B64D27,16
4591,2020,世界知识产权组织,B64D31,1
4592,2020,世界知识产权组织,B64D33,2
4593,2020,世界知识产权组织,B64D35,1
4594,2020,世界知识产权组织,B64D41,2
4595,2020,世界知识产权组织,B64D45,1
4596,2020,世界知识产权组织,B64F1,4
4597,2020,世界知识产权组织,C09D7,1
4598,2020,世界知识产权组织,F01D15,1
4599,2020,世界知识产权组织,F01D25,1
4600,2020,世界知识产权组织,F01D9,3
4601,2020,世界知识产权组织,F02C7,3
4602,2020,世界知识产权组织,G01M13,1
4603,2020,世界知识产权组织,G01M15,1
4604,2020,世界知识产权组织,H01M10,5
4605,2020,世界知识产权组织,H01M2,1
4606,2020,世界知识产权组织,H01M4,1
4607,2020,世界知识产权组织,H01M50,2
4608,2020,世界知识产权组织,H01M8,1
4609,2020,世界知识产权组织,H01Q1,2
4610,2020,世界知识产权组织,H01R39,1
4611,2020,世界知识产权组织,H02J4,1
4612,2020,世界知识产权组织,H02K1,2
4613,2020,世界知识产权组织,H02K11,1
4614,2020,世界知识产权组织,H02K5,1
4615,2020,世界知识产权组织,H02K7,2
4616,2020,世界知识产权组织,H02K9,1
4617,2020,世界知识产权组织,H02M1,1
4618,2020,中国,A01M29,3
4619,2020,中国,A47B31,1
4620,2020,中国,A61G5,1
4621,2020,中国,A62B35,1
4622,2020,中国,A63F13,2
4623,2020,中国,A63G1,1
4624,2020,中国,A63H17,1
4625,2020,中国,A63H27,7
4626,2020,中国,A63H30,1
4627,2020,中国,B01D46,1
4628,2020,中国,B01D53,1
4629,2020,中国,B01F3,1
4630,2020,中国,B05B13,1
4631,2020,中国,B05B16,2
4632,2020,中国,B08B9,1
4633,2020,中国,B21C37,1
4634,2020,中国,B21D37,1
4635,2020,中国,B21D7,1
4636,2020,中国,B23B41,3
4637,2020,中国,B23B47,1
4638,2020,中国,B23D19,1
4639,2020,中国,B23D47,1
4640,2020,中国,B23K37,1
4641,2020,中国,B23P23,1
4642,2020,中国,B23Q3,2
4643,2020,中国,B24B19,1
4644,2020,中国,B24B29,1
4645,2020,中国,B24B9,1
4646,2020,中国,B25B11,3
4647,2020,中国,B25B21,1
4648,2020,中国,B25B27,2
4649,2020,中国,B25H1,1
4650,2020,中国,B25H5,2
4651,2020,中国,B26D7,1
4652,2020,中国,B29C73,1
4653,2020,中国,B32B37,1
4654,2020,中国,B60F1,1
4655,2020,中国,B60H3,1
4656,2020,中国,B60K1,2
4657,2020,中国,B60K6,6
4658,2020,中国,B60L15,1
4659,2020,中国,B60L50,2
4660,2020,中国,B60L53,5
4661,2020,中国,B60L9,1
4662,2020,中国,B60P3,2
4663,2020,中国,B60T8,2
4664,2020,中国,B62D5,1
4665,2020,中国,B63B1,1
4666,2020,中国,B63B35,1
4667,2020,中国,B63G11,1
4668,2020,中国,B63H11,1
4669,2020,中国,B63H9,1
4670,2020,中国,B64C1,14
4671,2020,中国,B64C11,5
4672,2020,中国,B64C13,5
4673,2020,中国,B64C25,19
4674,2020,中国,B64C27,35
4675,2020,中国,B64C29,3
4676,2020,中国,B64C3,4
4677,2020,中国,B64C31,1
4678,2020,中国,B64C33,2
4679,2020,中国,B64C35,2
4680,2020,中国,B64C37,1
4681,2020,中国,B64C39,30
4682,2020,中国,B64C5,1
4683,2020,中国,B64C9,6
4684,2020,中国,B64D1,4
4685,2020,中国,B64D11,2
4686,2020,中国,B64D13,5
4687,2020,中国,B64D15,12
4688,2020,中国,B64D17,1
4689,2020,中国,B64D25,1
4690,2020,中国,B64D27,47
4691,2020,中国,B64D31,3
4692,2020,中国,B64D33,7
4693,2020,中国,B64D35,1
4694,2020,中国,B64D37,1
4695,2020,中国,B64D39,3
4696,2020,中国,B64D41,2
4697,2020,中国,B64D45,3
4698,2020,中国,B64D47,12
4699,2020,中国,B64D5,1
4700,2020,中国,B64D9,1
4701,2020,中国,B64F1,24
4702,2020,中国,B64F3,1
4703,2020,中国,B64F5,37
4704,2020,中国,B64G1,6
4705,2020,中国,B65G47,1
4706,2020,中国,B65H63,2
4707,2020,中国,B66C13,1
4708,2020,中国,B66C19,1
4709,2020,中国,B66F11,4
4710,2020,中国,B66F7,5
4711,2020,中国,B66F9,2
4712,2020,中国,B67D7,1
4713,2020,中国,C04B35,2
4714,2020,中国,C08G14,1
4715,2020,中国,C08G18,1
4716,2020,中国,C08J5,1
4717,2020,中国,C08L61,1
4718,2020,中国,C09D1,1
4719,2020,中国,C10L1,1
4720,2020,中国,C22B9,1
4721,2020,中国,E01C23,1
4722,2020,中国,E04H1,1
4723,2020,中国,E05B63,2
4724,2020,中国,E05F15,2
4725,2020,中国,F01D15,1
4726,2020,中国,F01D9,3
4727,2020,中国,F01K23,1
4728,2020,中国,F01K27,1
4729,2020,中国,F01P11,1
4730,2020,中国,F02C3,7
4731,2020,中国,F02C6,4
4732,2020,中国,F02C7,9
4733,2020,中国,F02C9,4
4734,2020,中国,F02K1,3
4735,2020,中国,F02K3,2
4736,2020,中国,F02K7,1
4737,2020,中国,F03G3,2
4738,2020,中国,F04B51,1
4739,2020,中国,F04D29,2
4740,2020,中国,F15B11,2
4741,2020,中国,F16C1,1
4742,2020,中国,F16F15,2
4743,2020,中国,F16H1,1
4744,2020,中国,F16K1,1
4745,2020,中国,F16K11,1
4746,2020,中国,F16K5,1
4747,2020,中国,F16M11,2
4748,2020,中国,F16N7,1
4749,2020,中国,F17D3,1
4750,2020,中国,F21S6,1
4751,2020,中国,F21S9,1
4752,2020,中国,F24H3,1
4753,2020,中国,F25D17,1
4754,2020,中国,F28F17,1
4755,2020,中国,F41J1,1
4756,2020,中国,F42B10,1
4757,2020,中国,F42B15,1
4758,2020,中国,F42B35,1
4759,2020,中国,G01C1,1
4760,2020,中国,G01C11,2
4761,2020,中国,G01D21,1
4762,2020,中国,G01D5,1
4763,2020,中国,G01F23,2
4764,2020,中国,G01G19,2
4765,2020,中国,G01K1,1
4766,2020,中国,G01M13,4
4767,2020,中国,G01M3,1
4768,2020,中国,G01M7,2
4769,2020,中国,G01M9,7
4770,2020,中国,G01N17,1
4771,2020,中国,G01N21,1
4772,2020,中国,G01N22,1
4773,2020,中国,G01N23,1
4774,2020,中国,G01N25,3
4775,2020,中国,G01N29,2
4776,2020,中国,G01N3,4
4777,2020,中国,G01P3,1
4778,2020,中国,G01R1,1
4779,2020,中国,G01R29,1
4780,2020,中国,G01R31,10
4781,2020,中国,G01S19,2
4782,2020,中国,G05B13,2
4783,2020,中国,G05B19,8
4784,2020,中国,G05B23,1
4785,2020,中国,G05B9,1
4786,2020,中国,G05D1,9
4787,2020,中国,G05D16,1
4788,2020,中国,G06F30,14
4789,2020,中国,G06K9,1
4790,2020,中国,G06Q10,2
4791,2020,中国,G07C5,1
4792,2020,中国,G08C17,1
4793,2020,中国,G08G5,4
4794,2020,中国,G09B25,3
4795,2020,中国,G09B9,13
4796,2020,中国,H01B7,1
4797,2020,中国,H01B9,1
4798,2020,中国,H01C1,1
4799,2020,中国,H01F1,1
4800,2020,中国,H01F41,1
4801,2020,中国,H01H47,1
4802,2020,中国,H01H50,2
4803,2020,中国,H01L31,1
4804,2020,中国,H01L35,2
4805,2020,中国,H01M10,8
4806,2020,中国,H01M2,4
4807,2020,中国,H01M4,4
4808,2020,中国,H01M50,8
4809,2020,中国,H01M8,1
4810,2020,中国,H01Q1,3
4811,2020,中国,H01Q3,3
4812,2020,中国,H01R11,1
4813,2020,中国,H01R13,3
4814,2020,中国,H01R24,1
4815,2020,中国,H02B1,2
4816,2020,中国,H02G1,2
4817,2020,中国,H02H3,2
4818,2020,中国,H02J1,2
4819,2020,中国,H02J13,1
4820,2020,中国,H02J3,2
4821,2020,中国,H02J4,3
4822,2020,中国,H02J50,4
4823,2020,中国,H02J7,5
4824,2020,中国,H02J9,5
4825,2020,中国,H02K1,2
4826,2020,中国,H02K16,2
4827,2020,中国,H02K23,2
4828,2020,中国,H02K5,1
4829,2020,中国,H02K7,1
4830,2020,中国,H02M1,2
4831,2020,中国,H02M3,2
4832,2020,中国,H02N11,3
4833,2020,中国,H02N2,2
4834,2020,中国,H02P21,4
4835,2020,中国,H02P5,4
4836,2020,中国,H02P6,2
4837,2020,中国,H02P9,3
4838,2020,中国,H03B19,1
4839,2020,中国,H04B3,1
4840,2020,中国,H04B7,1
4841,2020,中国,H04L29,1
4842,2020,中国,H04N5,1
4843,2020,中国,H04N7,1
4844,2020,中国,H04W4,1
4845,2020,中国,H05K5,1
4846,2020,中国,H05K7,2
4847,2020,中国,H05K9,2
4848,2020,中国台湾,B64C29,2
4849,2020,中国台湾,G09B9,1
4850,2020,中国香港,B64C27,1
4851,2020,中国香港,H02K53,1
4852,2020,乌克兰,B64C29,1
4853,2020,乌克兰,B64C39,1
4854,2020,乌克兰,B64D1,1
4855,2020,乌克兰,B64D25,1
4856,2020,乌克兰,B64D41,1
4857,2020,乌克兰,G01S7,1
4858,2020,以色列,B29C65,2
4859,2020,以色列,B64C11,4
4860,2020,以色列,B64C27,4
4861,2020,以色列,B64C29,2
4862,2020,以色列,B64D27,5
4863,2020,以色列,H02K1,4
4864,2020,以色列,H02K13,2
4866,2020,俄罗斯,A01G15,1
4867,2020,俄罗斯,A62B99,1
4868,2020,俄罗斯,A62C3,2
4869,2020,俄罗斯,B06B1,1
4870,2020,俄罗斯,B23K26,1
4871,2020,俄罗斯,B33Y30,1
4872,2020,俄罗斯,B60F5,1
4873,2020,俄罗斯,B60L50,2
4874,2020,俄罗斯,B60V1,1
4875,2020,俄罗斯,B61B13,1
4876,2020,俄罗斯,B64B1,2
4877,2020,俄罗斯,B64C17,2
4878,2020,俄罗斯,B64C21,1
4879,2020,俄罗斯,B64C25,1
4880,2020,俄罗斯,B64C27,11
4881,2020,俄罗斯,B64C29,2
4882,2020,俄罗斯,B64C37,1
4883,2020,俄罗斯,B64C39,5
4884,2020,俄罗斯,B64C9,1
4885,2020,俄罗斯,B64D1,4
4886,2020,俄罗斯,B64D10,1
4887,2020,俄罗斯,B64D27,2
4888,2020,俄罗斯,B64D35,1
4889,2020,俄罗斯,B64F1,3
4890,2020,俄罗斯,B64F5,1
4891,2020,俄罗斯,B64G1,2
4892,2020,俄罗斯,F01D25,1
4893,2020,俄罗斯,F02C7,3
4894,2020,俄罗斯,F02C9,2
4895,2020,俄罗斯,F02K1,1
4896,2020,俄罗斯,F02K3,1
4897,2020,俄罗斯,F02K7,1
4898,2020,俄罗斯,F02K9,1
4899,2020,俄罗斯,F02M27,1
4900,2020,俄罗斯,F02P17,1
4901,2020,俄罗斯,F41G7,1
4902,2020,俄罗斯,F42B12,1
4903,2020,俄罗斯,F42B15,1
4904,2020,俄罗斯,G01C19,1
4905,2020,俄罗斯,G01M9,1
4906,2020,俄罗斯,G01N27,1
4907,2020,俄罗斯,G01P5,3
4908,2020,俄罗斯,G01S1,2
4909,2020,俄罗斯,G01V11,1
4910,2020,俄罗斯,G05B5,2
4911,2020,俄罗斯,H01B7,1
4912,2020,俄罗斯,H01H69,1
4913,2020,俄罗斯,H01R13,3
4914,2020,俄罗斯,H01T13,1
4915,2020,俄罗斯,H02G1,2
4916,2020,俄罗斯,H02G7,1
4917,2020,俄罗斯,H02J11,1
4918,2020,俄罗斯,H02K16,1
4919,2020,俄罗斯,H02K7,1
4920,2020,俄罗斯,H02M7,1
4921,2020,俄罗斯,H02N11,1
4922,2020,俄罗斯,H02P5,1
4923,2020,俄罗斯,H05B6,1
4924,2020,保加利亚,B64C29,1
4925,2020,保加利亚,H02N2,2
4926,2020,加拿大,B60F1,1
4927,2020,加拿大,B60H1,1
4928,2020,加拿大,B60L15,1
4929,2020,加拿大,B64C11,2
4930,2020,加拿大,B64C19,2
4931,2020,加拿大,B64C25,1
4932,2020,加拿大,B64C27,5
4933,2020,加拿大,B64C3,1
4934,2020,加拿大,B64D27,6
4935,2020,加拿大,B64D35,5
4936,2020,加拿大,F02C6,1
4937,2020,加拿大,H01M8,1
4938,2020,加拿大,H02K16,1
4939,2020,加拿大,H02K5,1
4940,2020,南非,B64C,4
4941,2020,印度,A63B69,2
4942,2020,印度,A63H,1
4943,2020,印度,A63H27,2
4944,2020,印度,B22C,1
4945,2020,印度,B64C27,2
4946,2020,印度,B64C29,6
4947,2020,印度,B64C39,2
4948,2020,印度,B64D13,1
4949,2020,印度,B64F1,1
4950,2020,印度,F03D,1
4951,2020,印度,F03D9,1
4952,2020,印度,F03H1,1
4953,2020,印度,F16H3,2
4954,2020,印度,G08G5,1
4955,2020,印度,H02J7,2
