,申请年,受理局,处理后的IPC主分类号,申请数量
5014,2020,新加坡,B64C29,1
5015,2020,新加坡,B64D27,2
5016,2020,新西兰,B60H1,1
5017,2020,新西兰,H01M8,1
5018,2020,新西兰,H02K5,1
5020,2020,日本,A61H35,1
5021,2020,日本,B23H1,1
5022,2020,日本,B32B15,2
5023,2020,日本,B32B27,2
5024,2020,日本,B64C11,1
5025,2020,日本,B64C17,1
5026,2020,日本,B64C25,3
5027,2020,日本,B64C27,9
5028,2020,日本,B64C39,2
5029,2020,日本,B64D25,2
5030,2020,日本,B64D27,8
5031,2020,日本,B64D31,1
5032,2020,日本,B64D33,2
5033,2020,日本,B64D35,1
5034,2020,日本,B64D45,7
5035,2020,日本,B64D5,1
5036,2020,日本,B64F1,2
5037,2020,日本,B64U10,1
5038,2020,日本,C01B32,1
5039,2020,日本,C22C1,1
5040,2020,日本,F02C7,2
5041,2020,日本,F16K11,2
5042,2020,日本,F16K31,1
5043,2020,日本,G01C21,2
5044,2020,日本,G06Q10,1
5045,2020,日本,G06Q50,7
5046,2020,日本,G08G1,2
5047,2020,日本,G08G5,2
5048,2020,日本,H01M10,6
5049,2020,日本,H01M50,6
5050,2020,日本,H01M8,1
5051,2020,日本,H01R13,1
5052,2020,日本,H02G1,2
5053,2020,日本,H02J7,3
5054,2020,日本,H02K13,2
5055,2020,日本,H02K9,1
5056,2020,日本,H02P23,2
5057,2020,日本,H02P6,1
5058,2020,欧亚专利局,B64D27,2
5059,2020,欧亚专利局,H02G1,1
5060,2020,欧洲专利局,B25B5,1
5061,2020,欧洲专利局,B60F1,1
5062,2020,欧洲专利局,B60H1,2
5063,2020,欧洲专利局,B60L15,1
5064,2020,欧洲专利局,B60L58,3
5065,2020,欧洲专利局,B60T8,5
5066,2020,欧洲专利局,B64C1,4
5067,2020,欧洲专利局,B64C11,4
5068,2020,欧洲专利局,B64C13,2
5069,2020,欧洲专利局,B64C25,2
5070,2020,欧洲专利局,B64C27,16
5071,2020,欧洲专利局,B64C29,5
5072,2020,欧洲专利局,B64C3,1
5073,2020,欧洲专利局,B64C39,1
5074,2020,欧洲专利局,B64D13,1
5075,2020,欧洲专利局,B64D27,22
5076,2020,欧洲专利局,B64D31,2
5077,2020,欧洲专利局,B64D33,3
5078,2020,欧洲专利局,B64D35,3
5079,2020,欧洲专利局,B64D41,5
5080,2020,欧洲专利局,B64D47,2
5081,2020,欧洲专利局,B64F1,3
5082,2020,欧洲专利局,F01D15,2
5083,2020,欧洲专利局,F01D25,4
5084,2020,欧洲专利局,F01D9,6
5085,2020,欧洲专利局,F02C3,2
5086,2020,欧洲专利局,F02C6,3
5087,2020,欧洲专利局,F02C7,21
5088,2020,欧洲专利局,F02C9,2
5089,2020,欧洲专利局,F16H1,1
5090,2020,欧洲专利局,F16L3,2
5091,2020,欧洲专利局,G01M3,2
5092,2020,欧洲专利局,G05B23,2
5093,2020,欧洲专利局,G08B13,2
5094,2020,欧洲专利局,H01M10,2
5095,2020,欧洲专利局,H01M50,1
5096,2020,欧洲专利局,H01M8,2
5097,2020,欧洲专利局,H01R13,2
5098,2020,欧洲专利局,H01R39,2
5099,2020,欧洲专利局,H02J1,1
5100,2020,欧洲专利局,H02J4,1
5101,2020,欧洲专利局,H02J7,2
5102,2020,欧洲专利局,H02K1,2
5103,2020,欧洲专利局,H02K5,2
5104,2020,欧洲专利局,H02K7,4
5105,2020,欧洲专利局,H02K9,1
5106,2020,欧洲专利局,H02P1,1
5107,2020,法国,B64C11,3
5108,2020,法国,B64C25,10
5109,2020,法国,B64C27,1
5110,2020,法国,B64D11,2
5111,2020,法国,B64D27,9
5112,2020,法国,B64D41,1
5113,2020,法国,F01D15,8
5114,2020,法国,F01D21,1
5115,2020,法国,F02C3,2
5116,2020,法国,F02C7,6
5117,2020,法国,F02K1,2
5118,2020,法国,F02K3,2
5119,2020,法国,F16H1,4
5120,2020,法国,G08B5,2
5121,2020,法国,H01B7,1
5122,2020,法国,H02H9,1
5123,2020,法国,H02J50,1
5124,2020,法国,H02K21,1
5125,2020,法国,H02K3,1
5126,2020,法国,H02K7,3
5127,2020,法国,H02P21,4
5128,2020,法国,H02P9,2
5129,2020,波兰,B64F1,1
5130,2020,泰国,A62C13,1
5131,2020,澳大利亚,B60H1,1
5132,2020,澳大利亚,B64C27,2
5133,2020,澳大利亚,B64C29,5
5134,2020,澳大利亚,B64D27,3
5135,2020,澳大利亚,H01M8,1
5136,2020,澳大利亚,H02K5,1
5137,2020,澳大利亚,H02K7,1
5138,2020,罗马尼亚,B64C11,1
5139,2020,罗马尼亚,F03H1,1
5141,2020,美国,A61L2,1
5142,2020,美国,B60K6,1
5143,2020,美国,B60L50,1
5144,2020,美国,B60L53,5
5145,2020,美国,B60L58,4
5146,2020,美国,B60R16,1
5147,2020,美国,B60T7,1
5148,2020,美国,B60T8,3
5149,2020,美国,B64C11,5
5150,2020,美国,B64C13,3
5151,2020,美国,B64C15,2
5152,2020,美国,B64C19,1
5153,2020,美国,B64C21,1
5154,2020,美国,B64C25,7
5155,2020,美国,B64C27,11
5156,2020,美国,B64C29,20
5157,2020,美国,B64C3,1
5158,2020,美国,B64C39,6
5159,2020,美国,B64C5,1
5160,2020,美国,B64D13,1
5161,2020,美国,B64D15,4
5162,2020,美国,B64D27,54
5163,2020,美国,B64D29,2
5164,2020,美国,B64D31,20
5165,2020,美国,B64D33,6
5166,2020,美国,B64D35,10
5167,2020,美国,B64D37,1
5168,2020,美国,B64D41,4
5169,2020,美国,B64D43,2
5170,2020,美国,B64D45,4
5171,2020,美国,B64F1,7
5172,2020,美国,B64U70,1
5173,2020,美国,B65D45,1
5174,2020,美国,B66F5,1
5175,2020,美国,E05F15,2
5176,2020,美国,F01D15,8
5177,2020,美国,F01D25,4
5178,2020,美国,F02C7,10
5179,2020,美国,F02C9,15
5180,2020,美国,F02K3,1
5181,2020,美国,F02M33,1
5182,2020,美国,F28D15,1
5183,2020,美国,G05D1,4
5184,2020,美国,G08B13,1
5185,2020,美国,G08G5,2
5186,2020,美国,H01F41,1
5187,2020,美国,H01M10,3
5188,2020,美国,H01M2,2
5189,2020,美国,H01M50,1
5190,2020,美国,H01M8,1
5191,2020,美国,H02G13,1
5192,2020,美国,H02H7,1
5193,2020,美国,H02J3,1
5194,2020,美国,H02J7,2
5195,2020,美国,H02K1,3
5196,2020,美国,H02K16,3
5197,2020,美国,H02K3,1
5198,2020,美国,H02K5,6
5199,2020,美国,H02K9,5
5200,2020,美国,H02M7,1
5201,2020,美国,H02P29,2
5202,2020,美国,H02P3,2
5203,2020,美国,H02P9,2
5204,2020,美国,H05K7,2
5205,2020,芬兰,A01G23,2
5207,2020,英国,B60L15,2
5208,2020,英国,B60L50,4
5209,2020,英国,B64C21,2
5210,2020,英国,B64C25,1
5211,2020,英国,B64C3,2
5212,2020,英国,B64D11,2
5213,2020,英国,B64D13,1
5214,2020,英国,B64D27,4
5215,2020,英国,B64D33,1
5216,2020,英国,B64D37,1
5217,2020,英国,B64F1,4
5218,2020,英国,F02C7,6
5219,2020,荷兰,F01N3,3
5221,2020,西班牙,A61L2,2
5222,2020,西班牙,B60T8,1
5223,2020,西班牙,B64C29,4
5224,2020,西班牙,B64D13,1
5225,2020,西班牙,F02C7,3
5226,2020,西班牙,F02C9,1
5227,2020,西班牙,F16H1,1
5228,2020,西班牙,H01B19,2
5229,2020,韩国,A01M29,2
5230,2020,韩国,B32B5,1
5231,2020,韩国,B60L53,8
5232,2020,韩国,B62K3,1
5233,2020,韩国,B64C13,2
5234,2020,韩国,B64C17,1
5235,2020,韩国,B64C25,1
5236,2020,韩国,B64C27,3
5237,2020,韩国,B64C29,3
5238,2020,韩国,B64C3,1
5239,2020,韩国,B64C39,1
5240,2020,韩国,B64D27,6
5241,2020,韩国,B64D31,1
5242,2020,韩国,B64D41,1
5243,2020,韩国,B64D45,1
5244,2020,韩国,B64F5,1
5245,2020,韩国,C09D129,1
5246,2020,韩国,F42B10,1
5247,2020,韩国,H01M10,1
5248,2020,韩国,H02K16,1
5249,2020,韩国,H02K7,2
5251,2021,世界知识产权组织,B01D53,1
5252,2021,世界知识产权组织,B05B5,1
5253,2021,世界知识产权组织,B60K7,1
5254,2021,世界知识产权组织,B60L3,1
5255,2021,世界知识产权组织,B60L58,1
5256,2021,世界知识产权组织,B60P3,1
5257,2021,世界知识产权组织,B64C11,2
5258,2021,世界知识产权组织,B64C13,1
5259,2021,世界知识产权组织,B64C25,4
5260,2021,世界知识产权组织,B64C27,13
5261,2021,世界知识产权组织,B64C29,4
5262,2021,世界知识产权组织,B64C39,3
5263,2021,世界知识产权组织,B64D1,1
5264,2021,世界知识产权组织,B64D11,1
5265,2021,世界知识产权组织,B64D27,11
5266,2021,世界知识产权组织,B64D35,2
5267,2021,世界知识产权组织,B64F5,3
5268,2021,世界知识产权组织,F01D15,2
5269,2021,世界知识产权组织,F01D21,1
5270,2021,世界知识产权组织,F01D9,1
5271,2021,世界知识产权组织,F02C3,1
5272,2021,世界知识产权组织,F02C7,1
5273,2021,世界知识产权组织,F02K5,2
5274,2021,世界知识产权组织,F03D9,1
5275,2021,世界知识产权组织,F16H1,1
5276,2021,世界知识产权组织,G01B7,1
5277,2021,世界知识产权组织,G01R25,1
5278,2021,世界知识产权组织,H01M10,2
5279,2021,世界知识产权组织,H01M50,2
5280,2021,世界知识产权组织,H02J1,1
5281,2021,世界知识产权组织,H02J7,1
5282,2021,世界知识产权组织,H02K1,2
5283,2021,世界知识产权组织,H02K3,1
5284,2021,世界知识产权组织,H02K7,1
5285,2021,世界知识产权组织,H02M7,1
5286,2021,世界知识产权组织,H02P1,1
5287,2021,世界知识产权组织,H02P5,2
5288,2021,世界知识产权组织,H05F3,1
5289,2021,世界知识产权组织,H05K7,1
5290,2021,中国,A01G15,1
5291,2021,中国,A01G9,1
5292,2021,中国,A01M7,2
5293,2021,中国,A47F5,1
5294,2021,中国,A61H19,1
5295,2021,中国,A62C3,2
5296,2021,中国,A62C5,1
5297,2021,中国,A63B69,1
5298,2021,中国,A63H27,4
5299,2021,中国,A63H33,1
5300,2021,中国,B01D46,1
5301,2021,中国,B05B13,1
5302,2021,中国,B05B16,1
5303,2021,中国,B05B9,2
5304,2021,中国,B07C5,1
5305,2021,中国,B08B3,1
5306,2021,中国,B21D3,1
5307,2021,中国,B21D37,1
5308,2021,中国,B21D43,1
5309,2021,中国,B23D19,1
5310,2021,中国,B23K26,1
5311,2021,中国,B23K9,1
5312,2021,中国,B23P15,2
5313,2021,中国,B23Q3,3
5314,2021,中国,B24B19,3
5315,2021,中国,B25B11,1
5316,2021,中国,B25H3,1
5317,2021,中国,B25J18,1
5318,2021,中国,B26D1,2
5319,2021,中国,B29C70,1
5320,2021,中国,B31B50,1
5321,2021,中国,B32B17,1
5322,2021,中国,B32B9,1
5323,2021,中国,B41M3,1
5324,2021,中国,B60C23,1
5325,2021,中国,B60C25,2
5326,2021,中国,B60F5,1
5327,2021,中国,B60K1,1
5328,2021,中国,B60K31,2
5329,2021,中国,B60K6,1
5330,2021,中国,B60K7,1
5331,2021,中国,B60K8,1
5332,2021,中国,B60L53,3
5333,2021,中国,B60P3,2
5334,2021,中国,B60T1,1
5335,2021,中国,B60T13,2
5336,2021,中国,B61B13,2
5337,2021,中国,B61L27,1
5338,2021,中国,B63B17,1
5339,2021,中国,B63G8,2
5340,2021,中国,B63H21,1
5341,2021,中国,B64B1,1
5342,2021,中国,B64C1,12
5343,2021,中国,B64C11,9
5344,2021,中国,B64C13,4
5345,2021,中国,B64C19,2
5346,2021,中国,B64C25,20
5347,2021,中国,B64C27,45
5348,2021,中国,B64C29,10
5349,2021,中国,B64C3,9
5350,2021,中国,B64C30,1
5351,2021,中国,B64C33,6
5352,2021,中国,B64C37,2
5353,2021,中国,B64C39,19
5354,2021,中国,B64D1,5
5355,2021,中国,B64D11,10
5356,2021,中国,B64D13,3
5357,2021,中国,B64D15,9
5358,2021,中国,B64D25,1
5359,2021,中国,B64D27,37
5360,2021,中国,B64D31,2
5361,2021,中国,B64D33,4
5362,2021,中国,B64D37,3
5363,2021,中国,B64D41,1
5364,2021,中国,B64D43,2
5365,2021,中国,B64D45,3
5366,2021,中国,B64D47,11
5367,2021,中国,B64D5,2
5368,2021,中国,B64D9,1
5369,2021,中国,B64F1,23
5370,2021,中国,B64F3,1
5371,2021,中国,B64F5,29
5372,2021,中国,B64G1,13
5373,2021,中国,B64G7,1
5374,2021,中国,B65D25,3
5375,2021,中国,B65D6,2
5376,2021,中国,B65F1,1
5377,2021,中国,B65F9,1
5378,2021,中国,B66C13,1
5379,2021,中国,B66D1,7
5380,2021,中国,B66F11,5
5381,2021,中国,B66F3,2
5382,2021,中国,B66F7,4
5383,2021,中国,B66F9,2
5384,2021,中国,B67D7,1
5385,2021,中国,C01B13,2
5386,2021,中国,C02F9,1
5387,2021,中国,C23C4,2
5388,2021,中国,C25D17,1
5389,2021,中国,E03B9,1
5390,2021,中国,E04G21,1
5391,2021,中国,E05B83,1
5392,2021,中国,F01D11,1
5393,2021,中国,F01D15,1
5394,2021,中国,F01D21,2
5395,2021,中国,F01K25,2
5396,2021,中国,F01N5,1
5397,2021,中国,F02B37,1
5398,2021,中国,F02B77,1
5399,2021,中国,F02C3,1
5400,2021,中国,F02C6,3
5401,2021,中国,F02C7,12
5402,2021,中国,F02C9,1
5403,2021,中国,F02K1,3
5404,2021,中国,F02K3,3
5405,2021,中国,F02K5,2
5406,2021,中国,F02K7,1
5407,2021,中国,F02M35,1
5408,2021,中国,F02N11,1
5409,2021,中国,F03D80,1
5410,2021,中国,F03D9,1
5411,2021,中国,F03G3,1
5412,2021,中国,F03G7,1
5413,2021,中国,F03H1,4
5414,2021,中国,F04B51,1
5415,2021,中国,F04D13,1
5416,2021,中国,F04D29,1
5417,2021,中国,F15B11,14
5418,2021,中国,F15B19,1
5419,2021,中国,F15B21,1
5420,2021,中国,F16H37,1
5421,2021,中国,F16H57,1
5422,2021,中国,F16K11,1
5423,2021,中国,F16M3,1
5424,2021,中国,F21S4,1
5425,2021,中国,F21S8,2
5426,2021,中国,F23R3,1
5427,2021,中国,F24F1,1
5428,2021,中国,F24F5,1
5429,2021,中国,F24H3,2
5430,2021,中国,F25B13,2
5431,2021,中国,F25B41,1
5432,2021,中国,F41C9,1
5433,2021,中国,F41G3,2
5434,2021,中国,F42C19,1
5435,2021,中国,G01B21,1
5436,2021,中国,G01C1,1
5437,2021,中国,G01D18,1
5438,2021,中国,G01D21,2
5439,2021,中国,G01F1,1
5440,2021,中国,G01F23,1
5441,2021,中国,G01F25,1
5442,2021,中国,G01J5,1
5443,2021,中国,G01K1,1
5444,2021,中国,G01L1,2
5445,2021,中国,G01L5,1
5446,2021,中国,G01M13,1
5447,2021,中国,G01M3,1
5448,2021,中国,G01M9,7
5449,2021,中国,G01M99,3
5450,2021,中国,G01N21,1
5451,2021,中国,G01N23,2
5452,2021,中国,G01N3,2
5453,2021,中国,G01N31,1
5454,2021,中国,G01P3,1
5455,2021,中国,G01R25,2
5456,2021,中国,G01R31,9
5457,2021,中国,G01S11,1
5458,2021,中国,G01S13,1
5459,2021,中国,G01S17,1
5460,2021,中国,G01S7,1
5461,2021,中国,G01V3,1
5462,2021,中国,G02B5,1
5463,2021,中国,G02B6,1
5464,2021,中国,G05B11,6
5465,2021,中国,G05B13,4
5466,2021,中国,G05B17,5
5467,2021,中国,G05B19,5
5468,2021,中国,G05B23,1
5469,2021,中国,G05B9,1
5470,2021,中国,G05D1,21
5471,2021,中国,G06F11,1
5472,2021,中国,G06F16,1
5473,2021,中国,G06F30,20
5474,2021,中国,G06K9,2
5475,2021,中国,G07C9,1
5476,2021,中国,G08B21,1
5477,2021,中国,G08C17,1
5478,2021,中国,G09B9,8
5479,2021,中国,G09F15,1
5480,2021,中国,H01B1,1
5481,2021,中国,H01B7,1
5482,2021,中国,H01M10,3
5483,2021,中国,H01M4,1
5484,2021,中国,H01M6,2
5485,2021,中国,H01M8,5
5486,2021,中国,H01Q21,1
5487,2021,中国,H01Q3,1
5488,2021,中国,H01R11,1
5489,2021,中国,H01R13,5
5490,2021,中国,H01R35,1
5491,2021,中国,H01R39,1
5492,2021,中国,H01R4,1
5493,2021,中国,H02G1,1
5494,2021,中国,H02G3,1
5495,2021,中国,H02G7,2
5496,2021,中国,H02H11,1
5497,2021,中国,H02H3,4
5498,2021,中国,H02H7,1
5499,2021,中国,H02H9,1
5500,2021,中国,H02J1,7
5501,2021,中国,H02J13,3
5502,2021,中国,H02J4,2
5503,2021,中国,H02J50,1
5504,2021,中国,H02J7,11
5505,2021,中国,H02J9,2
5506,2021,中国,H02K1,2
5507,2021,中国,H02K11,1
5508,2021,中国,H02K13,1
5509,2021,中国,H02K16,4
5510,2021,中国,H02K17,1
5511,2021,中国,H02K21,2
5512,2021,中国,H02K3,3
5513,2021,中国,H02K5,4
5514,2021,中国,H02K7,4
5515,2021,中国,H02K9,1
5516,2021,中国,H02M1,1
5517,2021,中国,H02M3,7
5518,2021,中国,H02M7,1
5519,2021,中国,H02P1,3
5520,2021,中国,H02P21,1
5521,2021,中国,H02P27,1
5522,2021,中国,H02P29,1
5523,2021,中国,H02P5,1
5524,2021,中国,H02P6,1
5525,2021,中国,H02P7,1
5526,2021,中国,H04L29,1
5527,2021,中国,H04L43,1
5528,2021,中国,H04L67,1
5529,2021,中国,H04N23,1
5530,2021,中国,H04N7,1
5531,2021,中国,H04W12,1
5532,2021,中国,H05K5,2
5533,2021,中国,H05K7,5
5534,2021,中国台湾,B64C13,1
5535,2021,中国台湾,B64C27,2
5536,2021,中国台湾,B64G1,1
5537,2021,中国台湾,H02M7,1
5538,2021,中国台湾,H02P1,1
5539,2021,中国香港,G05D1,2
5540,2021,以色列,B64C11,2
5541,2021,以色列,B64C29,2
5542,2021,以色列,B64D15,2
5544,2021,俄罗斯,A62C3,2
5545,2021,俄罗斯,B01J19,1
5546,2021,俄罗斯,B64B1,3
5547,2021,俄罗斯,B64C1,2
5548,2021,俄罗斯,B64C11,1
5549,2021,俄罗斯,B64C13,3
5550,2021,俄罗斯,B64C27,1
5551,2021,俄罗斯,B64C29,7
5552,2021,俄罗斯,B64C30,1
5553,2021,俄罗斯,B64C39,7
5554,2021,俄罗斯,B64D1,2
5555,2021,俄罗斯,B64D10,1
5556,2021,俄罗斯,B64D15,1
5557,2021,俄罗斯,B64D27,1
5558,2021,俄罗斯,B64D35,1
5559,2021,俄罗斯,B64F1,3
5560,2021,俄罗斯,B64F5,1
5561,2021,俄罗斯,B64G1,3
5562,2021,俄罗斯,B64G99,1
5563,2021,俄罗斯,C01G1,1
5564,2021,俄罗斯,C23C14,1
5565,2021,俄罗斯,F02C3,1
5566,2021,俄罗斯,F02C7,1
5567,2021,俄罗斯,F02D9,1
5568,2021,俄罗斯,F02P17,1
5569,2021,俄罗斯,F03D9,1
5570,2021,俄罗斯,F16B2,2
5571,2021,俄罗斯,F16H1,1
5572,2021,俄罗斯,F16H19,1
5573,2021,俄罗斯,F23Q23,1
5574,2021,俄罗斯,F41F3,1
5575,2021,俄罗斯,F41G7,1
5576,2021,俄罗斯,F41H13,1
5577,2021,俄罗斯,F42B10,1
5578,2021,俄罗斯,G01C21,1
5579,2021,俄罗斯,G01L5,1
5580,2021,俄罗斯,G01M9,1
5581,2021,俄罗斯,G01N1,1
5582,2021,俄罗斯,G01P5,1
5583,2021,俄罗斯,H01B7,1
5584,2021,俄罗斯,H01T13,1
5585,2021,俄罗斯,H01T14,1
5586,2021,俄罗斯,H02G1,1
5587,2021,俄罗斯,H02K9,1
5588,2021,保加利亚,B64C27,1
5589,2021,加拿大,B60L3,1
5590,2021,加拿大,B64C25,3
5591,2021,加拿大,B64C27,4
5592,2021,加拿大,B64C29,1
5593,2021,加拿大,B64C3,2
5594,2021,加拿大,B64C39,1
5595,2021,加拿大,B64D11,1
5596,2021,加拿大,B64D27,5
5597,2021,加拿大,B64D31,4
5598,2021,加拿大,B64D35,1
5599,2021,加拿大,F01D15,1
5600,2021,加拿大,F02C3,1
5601,2021,加拿大,G01M15,1
5602,2021,加拿大,H02J1,1
5603,2021,加拿大,H02P29,1
5604,2021,南非,H02S,2
5605,2021,卢森堡,B64C3,1
5606,2021,印度,B60W20,2
5607,2021,印度,B64C25,1
5608,2021,印度,B64C39,2
5609,2021,印度,B64D27,2
5610,2021,印度,B64F1,1
5611,2021,印度,F16H1,1
5612,2021,印度,G02B27,1
5613,2021,印度,G08G5,1
5614,2021,印度,H02K3,1
5615,2021,印度,H04W52,1
5617,2021,印度尼西亚,A62C3,3
5618,2021,印度尼西亚,B64D1,2
5619,2021,印度尼西亚,G01R31,1
5621,2021,哈萨克斯坦,B64C27,1
5622,2021,哈萨克斯坦,B64F1,1
5623,2021,哈萨克斯坦,F25B29,1
5624,2021,哈萨克斯坦,F41H13,1
5625,2021,土耳其,B60T13,3
5626,2021,土耳其,B60T8,1
5627,2021,土耳其,B64C13,1
5628,2021,土耳其,B64C25,1
5629,2021,土耳其,B64C29,1
5630,2021,土耳其,B64C39,1
5631,2021,土耳其,B64D1,2
5632,2021,土耳其,F42C11,1
5633,2021,土耳其,G01R31,1
5634,2021,土耳其,H01M10,1
5635,2021,墨西哥,B60H1,1
5636,2021,墨西哥,H02K9,1
5637,2021,奥地利,B64C1,1
5638,2021,奥地利,B64C25,1
5639,2021,奥地利,B64C3,1
5640,2021,奥地利,B64D27,3
5641,2021,奥地利,B64D35,1
5642,2021,奥地利,B64D41,1
5643,2021,奥地利,B64D45,1
5644,2021,奥地利,F02C7,1
5645,2021,奥地利,H02J50,1
5647,2021,巴西,B60H1,2
5648,2021,巴西,B60L3,1
5649,2021,巴西,B64C27,3
5650,2021,巴西,B64C39,1
5651,2021,巴西,F03G3,1
5652,2021,巴西,G06F7,1
5653,2021,巴西,H01L51,1
5654,2021,巴西,H05K7,1
5655,2021,希腊,H02P25,1
5656,2021,德国,B64C25,1
5657,2021,德国,B64C27,2
5658,2021,德国,B64C29,3
5659,2021,德国,B64D11,1
5660,2021,德国,B64D27,2
5661,2021,德国,B64D33,2
5662,2021,德国,B64U50,1
5663,2021,德国,B66D1,1
5664,2021,德国,C23C16,1
5665,2021,德国,F02K5,1
5666,2021,德国,F25B27,1
5667,2021,德国,G01R31,2
5668,2021,德国,G01R33,1
5669,2021,德国,G09B9,1
5670,2021,德国,H02K1,2
5671,2021,德国,H02K15,1
5672,2021,德国,H02K21,1
5673,2021,德国,H02K7,1
5675,2021,意大利,B60K6,2
5676,2021,意大利,B64C39,2
5677,2021,意大利,B64D41,1
5678,2021,意大利,B64F1,1
5679,2021,斯洛伐克,G08G5,1
5680,2021,斯洛文尼亚,B64C1,1
5681,2021,斯洛文尼亚,B64D25,1
5682,2021,新加坡,B64C29,1
5683,2021,新加坡,B64C39,1
5684,2021,新西兰,B60L3,1
5685,2021,新西兰,B64C27,1
5686,2021,新西兰,B64C29,2
5687,2021,新西兰,B64C39,1
5688,2021,新西兰,B64D27,1
5689,2021,新西兰,H02J1,1
5691,2021,日本,B60P7,1
5692,2021,日本,B64C25,2
5693,2021,日本,B64C27,7
5694,2021,日本,B64C29,4
5695,2021,日本,B64C39,2
5696,2021,日本,B64D15,1
5697,2021,日本,B64D25,1
5698,2021,日本,B64D27,14
5699,2021,日本,B64D33,2
5700,2021,日本,B64D41,1
5701,2021,日本,B64D45,4
5702,2021,日本,B64D47,2
5703,2021,日本,B64F3,1
5704,2021,日本,B64U50,1
5705,2021,日本,E05F15,2
5706,2021,日本,F02C9,1
5707,2021,日本,F16C33,1
5708,2021,日本,F16C41,3
5709,2021,日本,G01L5,1
5710,2021,日本,G05D1,1
5711,2021,日本,G06Q30,1
5712,2021,日本,G06Q50,2
5713,2021,日本,H01M10,1
5714,2021,日本,H01M50,1
5715,2021,日本,H02K1,3
5716,2021,日本,H02K15,1
5717,2021,日本,H02K7,1
5718,2021,日本,H02K9,1
5719,2021,日本,H02P25,1
5720,2021,日本,H02P3,1
5721,2021,日本,H10N60,1
5722,2021,欧亚专利局,G08B5,1
5723,2021,欧亚专利局,H02G1,2
5724,2021,欧亚专利局,H02G7,1
5725,2021,欧洲专利局,A62B7,1
5726,2021,欧洲专利局,B60K7,1
5727,2021,欧洲专利局,B60L3,2
5728,2021,欧洲专利局,B60L50,1
5729,2021,欧洲专利局,B60L58,1
5730,2021,欧洲专利局,B60P3,1
5731,2021,欧洲专利局,B64C11,1
5732,2021,欧洲专利局,B64C13,4
5733,2021,欧洲专利局,B64C23,2
5734,2021,欧洲专利局,B64C25,10
5735,2021,欧洲专利局,B64C27,18
5736,2021,欧洲专利局,B64C29,12
5737,2021,欧洲专利局,B64C3,5
5738,2021,欧洲专利局,B64C39,3
5739,2021,欧洲专利局,B64D11,2
5740,2021,欧洲专利局,B64D13,1
5741,2021,欧洲专利局,B64D15,1
5742,2021,欧洲专利局,B64D27,32
5743,2021,欧洲专利局,B64D33,1
5744,2021,欧洲专利局,B64D35,4
5745,2021,欧洲专利局,B64D39,1
5746,2021,欧洲专利局,B64D41,2
5747,2021,欧洲专利局,B64D45,4
5748,2021,欧洲专利局,B64D47,3
5749,2021,欧洲专利局,B64F5,1
5750,2021,欧洲专利局,B64U50,1
5751,2021,欧洲专利局,F01D15,4
5752,2021,欧洲专利局,F01D21,2
5753,2021,欧洲专利局,F01D9,1
5754,2021,欧洲专利局,F01K25,1
5755,2021,欧洲专利局,F02C3,1
5756,2021,欧洲专利局,F02C6,2
5757,2021,欧洲专利局,F02C7,3
5758,2021,欧洲专利局,F02C9,1
5759,2021,欧洲专利局,F02K1,1
5760,2021,欧洲专利局,F02K5,2
5761,2021,欧洲专利局,F04D19,1
5762,2021,欧洲专利局,F42B12,1
5763,2021,欧洲专利局,H01M10,2
5764,2021,欧洲专利局,H01M4,1
5765,2021,欧洲专利局,H01M50,2
5766,2021,欧洲专利局,H01M8,1
5767,2021,欧洲专利局,H02G1,1
5768,2021,欧洲专利局,H02G3,2
5769,2021,欧洲专利局,H02H3,2
5770,2021,欧洲专利局,H02H7,2
5771,2021,欧洲专利局,H02J1,1
5772,2021,欧洲专利局,H02J50,2
5773,2021,欧洲专利局,H02J7,2
5774,2021,欧洲专利局,H02K3,1
5775,2021,欧洲专利局,H02K7,2
5776,2021,欧洲专利局,H02K9,2
5777,2021,欧洲专利局,H02P1,1
5778,2021,欧洲专利局,H02P3,1
5779,2021,欧洲专利局,H02P5,2
5780,2021,欧洲专利局,H02P9,1
5781,2021,欧洲专利局,H05K7,1
5782,2021,法国,B60K11,2
5783,2021,法国,B60L15,2
5784,2021,法国,B60L3,1
5785,2021,法国,B64C11,5
5786,2021,法国,B64C15,2
5787,2021,法国,B64C27,2
5788,2021,法国,B64C39,2
5789,2021,法国,B64D15,3
5790,2021,法国,B64D27,9
5791,2021,法国,B64D31,3
5792,2021,法国,B64D33,1
5793,2021,法国,B64D35,7
5794,2021,法国,B64D41,1
5795,2021,法国,B64F1,1
5796,2021,法国,B64F3,1
5797,2021,法国,F01D15,3
5798,2021,法国,F01D19,1
5799,2021,法国,F01D7,1
5800,2021,法国,F02C3,2
5801,2021,法国,F02C7,5
5802,2021,法国,F02M51,2
5803,2021,法国,F04D17,1
5804,2021,法国,F04D29,1
5805,2021,法国,G01C23,1
5806,2021,法国,G01R31,1
5807,2021,法国,H01H39,1
5808,2021,法国,H01M50,2
5809,2021,法国,H02H3,1
5810,2021,法国,H02H9,1
5811,2021,法国,H02J1,2
5812,2021,法国,H02J3,2
5813,2021,法国,H02J7,2
5814,2021,法国,H02K1,6
5815,2021,法国,H02K11,1
5816,2021,法国,H02K9,2
5817,2021,法国,H02M7,2
5818,2021,法国,H02P29,1
5819,2021,法国,H02P6,1
